mu,tau,k,mechanism,strength,headline,comparator,comp_conv,d_mciw0,ci_lo,ci_hi,verdict
0.5,0.0,40,none,strong,adaptshrink_ens,ubcma,1.0,0.0043,-0.0144,0.0684,tie
0.5,0.0,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0774,-0.1207,-0.0207,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1265,-0.1595,-0.074,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1526,-0.2397,-0.0958,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,copas,1.0,-0.1498,-0.1712,-0.0969,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1482,-0.1698,-0.0956,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1454,-0.1717,-0.0924,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.1338,-0.1573,-0.0792,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,p_uniform_star,1.0,-0.1288,-0.156,-0.0761,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1519,-0.1751,-0.084,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1502,-0.1716,-0.0974,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0678,-0.1697,-0.0094,as_win
0.5,0.0,40,step,strong,adaptshrink_ens,ubcma,1.0,-0.0031,-0.0093,0.0061,tie
0.5,0.0,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,-0.1288,-0.1569,-0.0761,as_win
0.5,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.048,-0.0452,0.0996,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0261,-0.1992,0.0315,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,copas,1.0,0.0245,-0.0564,0.0689,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.0182,-0.0589,0.0625,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.0545,-0.0408,0.0756,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,p_curve,1.0,-0.0035,-0.0764,0.0456,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,p_uniform_star,0.988,0.0565,-0.0478,0.1012,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.171,-0.2778,-0.0277,as_win
0.5,0.1,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.0202,-0.0587,0.0645,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0043,-0.0705,0.0651,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,ubcma,0.988,0.0029,-0.097,0.0645,tie
0.5,0.1,10,copas,strong,adaptshrink_ens,vevea_hedges,0.95,0.0429,-0.0487,0.0985,tie
0.5,0.1,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0212,-0.0895,0.0532,tie
0.5,0.1,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2833,-0.5333,-0.0942,as_win
0.5,0.1,10,none,strong,adaptshrink_ens,copas,1.0,0.0133,-0.0499,0.094,tie
0.5,0.1,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.014,-0.0519,0.1029,tie
0.5,0.1,10,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0214,-0.0772,0.0272,tie
0.5,0.1,10,none,strong,adaptshrink_ens,p_curve,1.0,-0.0897,-0.1435,0.0127,tie
0.5,0.1,10,none,strong,adaptshrink_ens,p_uniform_star,0.975,-0.0126,-0.0837,0.056,tie
0.5,0.1,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.2795,-0.3367,-0.1134,as_win
0.5,0.1,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.0133,-0.0521,0.094,tie
0.5,0.1,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0568,-0.1265,0.0011,tie
0.5,0.1,10,none,strong,adaptshrink_ens,ubcma,0.963,0.0135,-0.1182,0.1051,tie
0.5,0.1,10,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0226,-0.0859,0.0547,tie
0.5,0.1,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0225,-0.1015,0.0691,tie
0.5,0.1,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0955,-0.1755,0.0249,tie
0.5,0.1,10,step,strong,adaptshrink_ens,copas,1.0,-0.0519,-0.1593,0.0371,tie
0.5,0.1,10,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0531,-0.1632,0.0366,tie
0.5,0.1,10,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0455,-0.1142,0.0713,tie
0.5,0.1,10,step,strong,adaptshrink_ens,p_curve,1.0,-0.0499,-0.1361,0.0462,tie
0.5,0.1,10,step,strong,adaptshrink_ens,p_uniform_star,0.988,-0.0245,-0.1217,0.0621,tie
0.5,0.1,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1787,-0.2446,-0.0591,as_win
0.5,0.1,10,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0534,-0.1647,0.036,tie
0.5,0.1,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0703,-0.1346,-0.0109,as_win
0.5,0.1,10,step,strong,adaptshrink_ens,ubcma,1.0,-0.0035,-0.0779,0.1197,tie
0.5,0.1,10,step,strong,adaptshrink_ens,vevea_hedges,0.887,-0.0245,-0.1187,0.0626,tie
0.5,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.1018,-0.1338,-0.0433,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1104,-0.142,-0.0467,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,copas,1.0,-0.1109,-0.143,-0.047,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,-0.1104,-0.1425,-0.0467,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,-0.11,-0.1339,-0.0601,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.0998,-0.1529,-0.0416,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0925,-0.1412,-0.0388,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.0942,-0.1265,-0.0623,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,-0.1105,-0.1436,-0.0468,as_win
0.5,0.1,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.0894,-0.1649,0.0029,tie
0.5,0.1,40,copas,strong,adaptshrink_ens,ubcma,1.0,-0.0246,-0.0756,0.0157,tie
0.5,0.1,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0944,-0.1411,-0.0397,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0963,-0.1469,-0.0769,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.1782,-0.2625,-0.1473,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,copas,1.0,-0.0795,-0.1188,-0.0502,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0831,-0.1189,-0.0498,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0938,-0.1296,-0.0757,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.1214,-0.1607,-0.0755,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0858,-0.1358,-0.0701,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.1644,-0.1992,-0.1374,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.0785,-0.1189,-0.0495,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1821,-0.239,-0.125,as_win
0.5,0.1,40,none,strong,adaptshrink_ens,ubcma,1.0,0.0152,-0.005,0.0216,tie
0.5,0.1,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0957,-0.1337,-0.0729,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0587,-0.089,0.0037,tie
0.5,0.1,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0764,-0.1236,-0.0168,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,copas,1.0,-0.0846,-0.1205,-0.0253,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.0844,-0.1238,-0.026,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.0786,-0.1094,-0.0184,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.0757,-0.1257,-0.0101,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0693,-0.1012,-0.0044,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.056,-0.0975,-0.0008,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.0852,-0.1218,-0.0257,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1326,-0.1655,-0.0687,as_win
0.5,0.1,40,step,strong,adaptshrink_ens,ubcma,1.0,-0.0028,-0.0714,0.0129,tie
0.5,0.1,40,step,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0692,-0.0995,-0.0033,as_win
0.5,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.3611,0.1741,0.5868,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.3942,-0.9368,0.1622,tie
0.5,0.3,10,copas,strong,adaptshrink_ens,copas,1.0,0.4726,0.2353,0.6297,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.478,0.2369,0.6259,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.37,0.0906,0.5493,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,p_curve,1.0,0.3732,0.1489,0.5514,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,p_uniform_star,1.0,0.4092,0.1862,0.5964,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.019,-0.1675,0.0746,tie
0.5,0.3,10,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.4777,0.235,0.6287,as_loss
0.5,0.3,10,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1136,-0.2487,0.0086,tie
0.5,0.3,10,copas,strong,adaptshrink_ens,ubcma,0.963,0.1199,-0.0618,0.3309,tie
0.5,0.3,10,copas,strong,adaptshrink_ens,vevea_hedges,0.762,0.4207,0.2194,0.6009,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.3584,0.0465,0.5645,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.5016,-1.1421,0.0305,tie
0.5,0.3,10,none,strong,adaptshrink_ens,copas,1.0,0.5073,0.1339,0.7432,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,dl_hksj,1.0,0.5097,0.1366,0.7505,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,henmi_copas,1.0,0.3785,0.0654,0.569,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,p_curve,1.0,0.3559,-0.0487,0.5148,tie
0.5,0.3,10,none,strong,adaptshrink_ens,p_uniform_star,1.0,0.3778,0.0619,0.6147,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,pet_peese,1.0,-0.0547,-0.5299,0.0388,tie
0.5,0.3,10,none,strong,adaptshrink_ens,reml_hksj,1.0,0.5106,0.1342,0.7419,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.326,-0.6621,-0.1022,as_win
0.5,0.3,10,none,strong,adaptshrink_ens,ubcma,0.925,0.4173,0.0008,0.6988,as_loss
0.5,0.3,10,none,strong,adaptshrink_ens,vevea_hedges,0.95,0.3947,0.082,0.5794,as_loss
0.5,0.3,10,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.0301,-0.1034,0.2874,tie
0.5,0.3,10,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2475,-0.9821,0.0474,tie
0.5,0.3,10,step,strong,adaptshrink_ens,copas,1.0,0.0899,-0.0959,0.267,tie
0.5,0.3,10,step,strong,adaptshrink_ens,dl_hksj,1.0,0.0897,-0.0955,0.2692,tie
0.5,0.3,10,step,strong,adaptshrink_ens,henmi_copas,1.0,0.0031,-0.0916,0.18,tie
0.5,0.3,10,step,strong,adaptshrink_ens,p_curve,1.0,0.1042,-0.0095,0.2704,tie
0.5,0.3,10,step,strong,adaptshrink_ens,p_uniform_star,0.988,-0.0327,-5.1677,0.2691,tie
0.5,0.3,10,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1778,-0.5229,-0.0129,as_win
0.5,0.3,10,step,strong,adaptshrink_ens,reml_hksj,1.0,0.0896,-0.094,0.2752,tie
0.5,0.3,10,step,strong,adaptshrink_ens,trim_and_fill,1.0,0.0445,0.0021,0.1742,as_loss
0.5,0.3,10,step,strong,adaptshrink_ens,ubcma,0.95,-0.1144,-0.4158,0.1032,tie
0.5,0.3,10,step,strong,adaptshrink_ens,vevea_hedges,0.575,0.0198,-5.1677,0.2718,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_fast,1.0,0.1253,-0.0589,0.3839,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.0782,-0.289,0.0734,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,copas,1.0,0.083,-0.1049,0.3284,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,dl_hksj,1.0,0.0821,-0.1133,0.3276,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,henmi_copas,1.0,0.1291,-0.0458,0.3823,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,p_curve,1.0,-0.0013,-0.1917,0.2548,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,p_uniform_star,1.0,0.0778,-0.1191,0.3359,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,pet_peese,1.0,-0.0499,-0.3131,0.005,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,reml_hksj,1.0,0.0819,-0.1057,0.3272,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1997,-0.4235,0.0025,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,ubcma,0.963,0.0259,-0.1746,0.2944,tie
0.5,0.3,40,copas,strong,adaptshrink_ens,vevea_hedges,1.0,0.1319,-0.0593,0.373,tie
0.5,0.3,40,none,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0395,-0.1202,0.1224,tie
0.5,0.3,40,none,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2466,-0.354,-0.0827,as_win
0.5,0.3,40,none,strong,adaptshrink_ens,copas,1.0,-0.0374,-0.1081,0.184,tie
0.5,0.3,40,none,strong,adaptshrink_ens,dl_hksj,1.0,-0.0348,-0.1082,0.1841,tie
0.5,0.3,40,none,strong,adaptshrink_ens,henmi_copas,1.0,-0.0166,-0.0968,0.0368,tie
0.5,0.3,40,none,strong,adaptshrink_ens,p_curve,1.0,-0.169,-0.2539,0.0206,tie
0.5,0.3,40,none,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0522,-0.1542,0.1029,tie
0.5,0.3,40,none,strong,adaptshrink_ens,pet_peese,1.0,-0.1262,-0.2055,-0.0704,as_win
0.5,0.3,40,none,strong,adaptshrink_ens,reml_hksj,1.0,-0.0382,-0.1088,0.1847,tie
0.5,0.3,40,none,strong,adaptshrink_ens,trim_and_fill,1.0,-0.6039,-0.6897,-0.4054,as_win
0.5,0.3,40,none,strong,adaptshrink_ens,ubcma,0.95,0.016,-0.1184,0.2042,tie
0.5,0.3,40,none,strong,adaptshrink_ens,vevea_hedges,1.0,-0.0282,-0.1222,0.1289,tie
0.5,0.3,40,step,strong,adaptshrink_ens,adaptshrink_fast,1.0,-0.0411,-0.1315,0.1077,tie
0.5,0.3,40,step,strong,adaptshrink_ens,adaptshrink_solo,1.0,-0.2763,-0.3059,-0.0863,as_win
0.5,0.3,40,step,strong,adaptshrink_ens,copas,1.0,-0.1219,-0.1565,0.0218,tie
0.5,0.3,40,step,strong,adaptshrink_ens,dl_hksj,1.0,-0.1253,-0.1595,0.022,tie
0.5,0.3,40,step,strong,adaptshrink_ens,henmi_copas,1.0,-0.1287,-0.1564,-0.0063,as_win
0.5,0.3,40,step,strong,adaptshrink_ens,p_curve,1.0,-0.1408,-0.1997,0.023,tie
0.5,0.3,40,step,strong,adaptshrink_ens,p_uniform_star,1.0,-0.0455,-0.1209,0.0953,tie
0.5,0.3,40,step,strong,adaptshrink_ens,pet_peese,1.0,-0.1844,-0.2063,-0.0471,as_win
0.5,0.3,40,step,strong,adaptshrink_ens,reml_hksj,1.0,-0.1227,-0.1568,0.0215,tie
0.5,0.3,40,step,strong,adaptshrink_ens,trim_and_fill,1.0,-0.1558,-0.1709,0.0359,tie
0.5,0.3,40,step,strong,adaptshrink_ens,ubcma,0.85,-0.1115,-0.1382,0.0341,tie
0.5,0.3,40,step,strong,adaptshrink_ens,vevea_hedges,0.95,-0.0482,-0.1259,0.1062,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.0787,0.024,0.1927,as_loss
0.0,0.0,10,copas,strong,adaptshrink_fast,adaptshrink_solo,1.0,-0.213,-0.3355,0.1024,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,copas,1.0,0.0288,-0.0084,0.0833,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,dl_hksj,1.0,0.0284,-0.0081,0.0767,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,henmi_copas,1.0,0.0318,-0.004,0.1006,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,p_curve,0.263,-1.1647,-1.8676,-0.0207,as_win
0.0,0.0,10,copas,strong,adaptshrink_fast,p_uniform_star,0.537,-0.0385,-0.0475,0.05,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,pet_peese,1.0,-0.1791,-0.2131,-0.0125,as_win
0.0,0.0,10,copas,strong,adaptshrink_fast,reml_hksj,1.0,0.0222,-0.0162,0.0807,tie
0.0,0.0,10,copas,strong,adaptshrink_fast,trim_and_fill,1.0,0.0614,0.0198,0.1549,as_loss
0.0,0.0,10,copas,strong,adaptshrink_fast,ubcma,0.925,0.1699,0.0762,0.4261,as_loss
0.0,0.0,10,copas,strong,adaptshrink_fast,vevea_hedges,0.975,-0.048,-0.0566,0.0162,tie
0.0,0.0,10,none,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.2345,0.0011,0.4189,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,adaptshrink_solo,1.0,0.1446,-0.1501,0.333,tie
0.0,0.0,10,none,strong,adaptshrink_fast,copas,1.0,0.2579,0.0434,0.3688,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,dl_hksj,1.0,0.2555,0.0438,0.3696,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,henmi_copas,1.0,0.288,0.0458,0.396,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,p_curve,0.287,-0.3921,-0.6478,-0.2453,as_win
0.0,0.0,10,none,strong,adaptshrink_fast,p_uniform_star,0.562,-0.0777,-0.0988,-0.0128,as_win
0.0,0.0,10,none,strong,adaptshrink_fast,pet_peese,1.0,0.1821,-0.0378,0.2868,tie
0.0,0.0,10,none,strong,adaptshrink_fast,reml_hksj,1.0,0.2534,0.0445,0.359,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,trim_and_fill,1.0,0.2067,-0.0211,0.3633,tie
0.0,0.0,10,none,strong,adaptshrink_fast,ubcma,0.95,0.2676,0.0613,0.4266,as_loss
0.0,0.0,10,none,strong,adaptshrink_fast,vevea_hedges,1.0,-0.0494,-0.0693,-0.0039,as_win
0.0,0.0,10,step,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.1598,-0.0668,0.1972,tie
0.0,0.0,10,step,strong,adaptshrink_fast,adaptshrink_solo,1.0,0.0679,-0.1492,0.1406,tie
0.0,0.0,10,step,strong,adaptshrink_fast,copas,1.0,0.0463,-0.1444,0.1404,tie
0.0,0.0,10,step,strong,adaptshrink_fast,dl_hksj,1.0,0.054,-0.1491,0.1231,tie
0.0,0.0,10,step,strong,adaptshrink_fast,henmi_copas,1.0,0.054,-0.1369,0.1444,tie
0.0,0.0,10,step,strong,adaptshrink_fast,p_curve,0.562,-0.107,-0.3225,0.0145,tie
0.0,0.0,10,step,strong,adaptshrink_fast,p_uniform_star,0.575,-0.0304,-0.0555,-0.0027,as_win
0.0,0.0,10,step,strong,adaptshrink_fast,pet_peese,1.0,0.0299,-0.1763,0.0707,tie
0.0,0.0,10,step,strong,adaptshrink_fast,reml_hksj,1.0,0.0415,-0.1518,0.1293,tie
0.0,0.0,10,step,strong,adaptshrink_fast,trim_and_fill,1.0,0.1246,-0.0999,0.2048,tie
0.0,0.0,10,step,strong,adaptshrink_fast,ubcma,0.963,-0.2912,-0.5417,0.1048,tie
0.0,0.0,10,step,strong,adaptshrink_fast,vevea_hedges,1.0,-0.0493,-0.0503,-0.0119,as_win
0.0,0.0,40,copas,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.1942,0.1327,0.2394,as_loss
0.0,0.0,40,copas,strong,adaptshrink_fast,adaptshrink_solo,1.0,0.051,-0.0107,0.0959,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,copas,1.0,0.0451,-0.01,0.0925,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,dl_hksj,1.0,0.0426,-0.0105,0.092,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,henmi_copas,1.0,0.0628,0.0056,0.0947,as_loss
0.0,0.0,40,copas,strong,adaptshrink_fast,p_curve,0.85,-0.2791,-0.4069,-0.1752,as_win
0.0,0.0,40,copas,strong,adaptshrink_fast,p_uniform_star,0.85,-0.0119,-0.0347,0.0156,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,pet_peese,1.0,0.0528,-0.0169,0.1209,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,reml_hksj,1.0,0.045,-0.0102,0.0922,tie
0.0,0.0,40,copas,strong,adaptshrink_fast,trim_and_fill,1.0,0.1576,0.1124,0.2074,as_loss
0.0,0.0,40,copas,strong,adaptshrink_fast,ubcma,0.988,0.1762,0.1243,0.2275,as_loss
0.0,0.0,40,copas,strong,adaptshrink_fast,vevea_hedges,1.0,0.0052,-0.0254,0.0096,tie
0.0,0.0,40,none,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.1494,0.1012,0.1846,as_loss
0.0,0.0,40,none,strong,adaptshrink_fast,adaptshrink_solo,1.0,0.0276,-0.0826,0.058,tie
0.0,0.0,40,none,strong,adaptshrink_fast,copas,1.0,0.0352,-0.0075,0.0654,tie
0.0,0.0,40,none,strong,adaptshrink_fast,dl_hksj,1.0,0.0352,-0.0072,0.0664,tie
0.0,0.0,40,none,strong,adaptshrink_fast,henmi_copas,1.0,0.0388,-0.0005,0.0673,tie
0.0,0.0,40,none,strong,adaptshrink_fast,p_curve,0.875,-0.3068,-0.5489,-0.2021,as_win
0.0,0.0,40,none,strong,adaptshrink_fast,p_uniform_star,0.787,-0.0245,-0.0312,-0.0022,as_win
0.0,0.0,40,none,strong,adaptshrink_fast,pet_peese,1.0,0.0234,-0.0203,0.0525,tie
0.0,0.0,40,none,strong,adaptshrink_fast,reml_hksj,1.0,0.0352,-0.0078,0.0646,tie
0.0,0.0,40,none,strong,adaptshrink_fast,trim_and_fill,1.0,0.0701,0.0043,0.1207,as_loss
0.0,0.0,40,none,strong,adaptshrink_fast,ubcma,0.975,0.1612,0.1158,0.1923,as_loss
0.0,0.0,40,none,strong,adaptshrink_fast,vevea_hedges,1.0,-0.0252,-0.0267,0.0008,tie
0.0,0.0,40,step,strong,adaptshrink_fast,adaptshrink_ens,1.0,-0.083,-0.1497,2.13,tie
0.0,0.0,40,step,strong,adaptshrink_fast,adaptshrink_solo,1.0,-0.3094,-0.8078,1.9459,tie
0.0,0.0,40,step,strong,adaptshrink_fast,copas,1.0,-0.1808,-0.2386,1.9923,tie
0.0,0.0,40,step,strong,adaptshrink_fast,dl_hksj,1.0,-0.1807,-0.231,1.9987,tie
0.0,0.0,40,step,strong,adaptshrink_fast,henmi_copas,1.0,-0.1714,-0.2261,2.0067,tie
0.0,0.0,40,step,strong,adaptshrink_fast,p_curve,0.863,-0.3075,-0.7136,1.9256,tie
0.0,0.0,40,step,strong,adaptshrink_fast,p_uniform_star,0.625,-0.0945,-110.8574,0.0509,tie
0.0,0.0,40,step,strong,adaptshrink_fast,pet_peese,1.0,-0.3672,-0.929,1.8635,tie
0.0,0.0,40,step,strong,adaptshrink_fast,reml_hksj,1.0,-0.1974,-0.242,1.9976,tie
0.0,0.0,40,step,strong,adaptshrink_fast,trim_and_fill,1.0,-0.0784,-0.1455,2.1598,tie
0.0,0.0,40,step,strong,adaptshrink_fast,ubcma,0.95,-0.1999,-0.8432,1.9473,tie
0.0,0.0,40,step,strong,adaptshrink_fast,vevea_hedges,1.0,-0.0154,-1.0258,0.0305,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,adaptshrink_ens,1.0,0.1675,-0.1131,0.4585,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,adaptshrink_solo,1.0,0.0614,-0.3617,0.3085,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,copas,1.0,0.1446,-0.0915,0.4359,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,dl_hksj,1.0,0.1393,-0.0906,0.4306,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,henmi_copas,1.0,0.1974,-0.084,0.4472,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,p_curve,0.412,-0.4901,-0.7851,-0.3061,as_win
0.0,0.1,10,copas,strong,adaptshrink_fast,p_uniform_star,0.75,-0.1073,-0.127,-0.0229,as_win
0.0,0.1,10,copas,strong,adaptshrink_fast,pet_peese,1.0,0.1073,-0.3869,0.3652,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,reml_hksj,1.0,0.1341,-0.0911,0.4292,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,trim_and_fill,1.0,0.0483,-0.2708,0.3506,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,ubcma,0.938,-0.3882,-0.6428,0.2355,tie
0.0,0.1,10,copas,strong,adaptshrink_fast,vevea_hedges,0.938,-0.0995,-0.105,-0.0063,as_win
0.0,0.1,10,none,strong,adaptshrink_fast,adaptshrink_ens,1.0,-0.0106,-0.083,0.1036,tie
0.0,0.1,10,none,strong,adaptshrink_fast,adaptshrink_solo,1.0,-0.4726,-0.6964,-0.157,as_win
0.0,0.1,10,none,strong,adaptshrink_fast,copas,1.0,0.0473,-0.042,0.1798,tie
0.0,0.1,10,none,strong,adaptshrink_fast,dl_hksj,1.0,0.0447,-0.0266,0.1815,tie
0.0,0.1,10,none,strong,adaptshrink_fast,henmi_copas,1.0,0.0419,-0.0356,0.1543,tie
